,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
5505,"Baruu saja saya memulai berjualan disini, mendapatkan pembeli pertama adalah hal membuat saya paliing senang dan exited. Tapiii ternyata setelah saya siapkan semua, gojek membatalkan. Daaan setelah saya ajukan kompensasi dg memberikan foto makanan yg sebenar""nya sudah saya bikin malah di tolak pengajuan kompensasi saya.",1,0,4.94.2,2024-10-01 23:40:12,Jakarta Pusat,baruu jual beli paliing senang exited tapiii siap gojek batal daaan aju kompensasi foto makan bikin tolak aju kompensasi,-2,negative
5506,Pelayanan cukup puas,5,0,Unknown,2024-10-01 23:33:17,Jakarta Utara,layan puas,5,positive
5507,Ngeselin mau bayar tagihan pay later tepat waktu malah trobel. Habis gitu besoknya denda 50. Rb. Tolong perbaiki sistemnya. Padahal aku cek udah versi terbaru untuk pembayaran di hp ku satunya karena di hp lain juga gagal terus karena jaringan katanya. Padahal aplikasi yg lain lancar internetnya. Klo kaya gini gak lagi pake gojek deh.,3,2,4.94.2,2024-10-01 23:31:29,Jakarta Utara,ngeselin bayar tagih pay later trobel habis besok denda rb tolong baik sistem cek versi baru bayar hp ku satu hp gagal jaring aplikasi lancar internetnya kaya pakai gojek deh,2,positive
5508,Mantap dech,5,0,Unknown,2024-10-01 23:30:57,Jakarta Selatan,mantap dech,5,positive
5509,"Aplikasi gblk!!! Mau bayar gopaylater pake bca sistem bermasalah, denda 50rb telat bayar 1 hari. Minimal benerin dulu semua sistem metode nya, tll‼️",1,0,Unknown,2024-10-01 23:29:47,Jakarta Pusat,aplikasi bayar gopaylater pakai bca sistem masalah denda rb telat bayar minimal benerin sistem metode nya tll,-24,negative
5510,"Udh bayar gopaylater via va bca dri jam 6 sore smpe skrg blm di proses pdhl dri bca sdh knfirmasi katanya udh màsuk tp di akun blm masuk, mau mengadu pun gada cs adanya pengaduan bantuan yg lambat sekali. Jelek bgt pelayanan sekelas gojek yg besar ini. Sagat kecewa",1,0,4.94.2,2024-10-01 23:29:19,Jakarta Pusat,bayar gopaylater via va bca jam sore proses bca knfirmasi masuk akun masuk adu cs adu bantu lambat jelek banget layan kelas gojek sagat kecewa,-11,negative
5511,Bagus,5,0,4.94.2,2024-10-01 23:29:08,Jakarta Timur,bagus,2,positive
5512,Cepat,5,0,4.94.2,2024-10-01 23:27:59,Jakarta Barat,cepat,3,positive
5513,Mantap respon cepat,5,0,4.94.2,2024-10-01 23:21:32,Jakarta Timur,mantap respon cepat,10,positive
5514,Bagu dan Membantu,5,0,4.94.2,2024-10-01 23:15:51,Jakarta Barat,bagu bantu,3,positive
5515,Terima kasih,5,0,4.94.2,2024-10-01 23:11:28,Jakarta Barat,terima kasih,4,positive
5516,"Ga masuk akal denda keterlambatan nya sama dengan nominal pembayaran,, sungguh sangat memberatkan konsumen.. kapok deh pake gopay later,,, masa nominal paylater saya Rp 50.410 dan denda telat 1 HARI nya Rp. 50.000 buseeettt modelan denda macam apa ituuu.... Sungguh memeras konsumen bgttt,,, baru tau ini kalo ada denda yg sama dgn nominal pembayaran... Parah sih ini.",1,0,4.94.2,2024-10-01 23:03:30,Jakarta Timur,masuk akal denda lambat nya nominal bayar sungguh berat konsumen kapok deh pakai gopay later nominal paylater rupiah denda telat nya rupiah buseeettt model denda ituuu sungguh peras konsumen bgttt tau denda nominal bayar parah sih,6,positive
5517,Aplikasi bodoh kluar kluar trus logiN ULANG TRUS,1,0,4.94.2,2024-10-01 23:03:29,Jakarta Pusat,aplikasi bodoh login ulang,-4,negative
5518,Repay Walt bantering. Raman orangnya,5,0,4.92.1,2024-10-01 22:38:17,Jakarta Selatan,repay walt bantering ram orang,0,neutral
5519,Ok,5,0,4.89.1,2024-10-01 22:29:49,Jakarta Utara,ok,4,positive
5520,"rese bgt gopaylater ini . mau dibayar ga bisa , akhirnya kena denda 50rb yg pdhl tagihannya cuma 130 . almost 50% WOOOWW hahaha . ga lagi2 pake gopaylater . buruk banget . kenapa denda nya ga di bikin persenan aja ya? 🤣 makasih .",1,12,4.94.2,2024-10-01 22:28:18,Jakarta Timur,rese banget gopaylater bayar kena denda rb tagih woooww hahaha pakai gopaylater buruk banget denda nya bikin persen ya terimakasih,9,positive
5521,bagus,5,0,4.94.2,2024-10-01 22:27:43,Jakarta Pusat,bagus,2,positive
5522,"Hape saya mati total. Saya ingin memindahkan ke hp lain tetapi terkendala ternyata tak bisa hanya kode otp harus pakai gotopin, saya gunakan bantuan lalubjarus mengisi layanan terakhir yang digunakan dan bukti transaksi, padahal hape saya sudah tak bisa dinyalakan. Mau buat akun baru saldo gopay saya masih ada dan cukup banyak. Jadi selamanya tak bisa saya gunakan lagi akun lama saya? Mohon penjelasanya bagaimana itu ya?",1,0,Unknown,2024-10-01 21:49:48,Jakarta Timur,hp mati total pindah hp kendala kode otp pakai gotopin bantu lalubjarus isi layan bukti transaksi hp nyala akun saldo gopay akun mohon jasa ya,24,positive
5523,Bagus banget sangat membantu aktivitas saya waktu kepepet klk gk ada kendara d rumah+harga nya gojek murah☺,5,0,4.94.2,2024-10-01 21:12:07,Jakarta Utara,bagus banget bantu aktivitas pepet klk kendara d rumahharga nya gojek murah,4,positive
5524,Good,5,0,4.94.2,2024-10-01 21:08:52,Jakarta Selatan,good,5,positive
5525,Ramah driver nya,5,0,4.94.2,2024-10-01 20:58:21,Jakarta Selatan,ramah driver nya,5,positive
5526,Mantap jadi transportasi sehari² nyaman banget,5,0,4.94.2,2024-10-01 20:21:56,Jakarta Selatan,mantap transportasi hari nyaman banget,10,positive
5527,"Jujur kecewa setelah update malah jadi loading serba lama, nyesel udah update, versi sebelumnya padahal lumayan stabil, tapi kenapa setelah update malah jadi sering banyak lag nya, tolong di perbaiki, jika sudah stabil saya kasih bintang 5",1,11,4.94.2,2024-10-01 20:10:21,Jakarta Pusat,jujur kecewa update loading serba sesal update versi lumayan stabil update lag nya tolong baik stabil kasih bintang,20,positive
5528,Ok,5,0,4.94.2,2024-10-01 20:05:03,Jakarta Utara,ok,4,positive
5529,Baik,5,0,4.94.2,2024-10-01 19:34:41,Jakarta Timur,,0,neutral
5530,Good,5,0,4.94.2,2024-10-01 19:08:50,Jakarta Pusat,good,5,positive
5531,Sek Sek o,5,0,Unknown,2024-10-01 18:47:46,Jakarta Pusat,sek sek o,0,neutral
5532,Cepat,5,0,4.92.1,2024-10-01 18:47:17,Jakarta Selatan,cepat,3,positive
5533,Gak ngotak paylaternya,1,0,4.94.2,2024-10-01 18:23:14,Jakarta Pusat,ngotak paylaternya,0,neutral
5534,"Driver gofood di Balikpapan sering tidak bisa dihubungi, customer jg gabisa ganti driver lain akhirnya harus nunggu lama",1,0,4.94.2,2024-10-01 17:55:10,Jakarta Pusat,driver gofood balikpapan hubung customer ganti driver nunggu,5,positive
5535,Bikin hari Rabu 02 2024/2025 Honda HRV cvt tss matic,5,0,4.93.1,2024-10-01 17:53:56,Jakarta Utara,bikin rabu honda hrv cvt tss matic,0,neutral
5536,Bagus,4,0,4.94.2,2024-10-01 17:37:18,Jakarta Barat,bagus,2,positive
5537,Jangan susah di atur tolong!,5,0,Unknown,2024-10-01 17:25:14,Jakarta Timur,susah atur tolong,4,positive
5538,"Ini gojek payah amat, gw udah bayar paylater, tapi malah masih ada tagihan aja, udah gitu ada dendanya aplikasi gila",1,0,4.93.1,2024-10-01 17:06:48,Jakarta Barat,gojek payah bayar paylater tagih denda aplikasi gila,0,neutral
5539,Maps selalu akurat,5,0,4.94.2,2024-10-01 16:53:50,Jakarta Timur,maps akurat,0,neutral
5540,Murah pastinya dan ontime,5,0,4.94.2,2024-10-01 16:46:12,Jakarta Selatan,murah pasti ontime,6,positive
5541,Gojek sangat membantu,5,0,4.93.1,2024-10-01 16:44:39,Jakarta Pusat,gojek bantu,3,positive
5542,Membantu sekali,5,0,4.94.2,2024-10-01 16:32:57,Jakarta Utara,bantu,3,positive
5543,"Kocak , nelfon nawarin gopay later giliran mau dipake kaga bisa . Aplikasi aneh",1,0,4.94.2,2024-10-01 16:31:23,Jakarta Selatan,kocak telpon nawarin gopay later gilir pakai aplikasi aneh,-2,negative
5544,Saya kecewa Saya beli barang dari orang lain dan dikrim gosend Saya sudah melakukan sistem pembayaran dana dan berikut ongkr nya Tpi sampai saat ini barang nyaa tidak kunjung datang Mhn di berikan jawaban Dengan Plat Nomer B5689KAN,1,0,4.94.2,2024-10-01 16:27:58,Jakarta Barat,kecewa beli barang orang krim gosend sistem bayar dana ongkr nya barang nyaa kunjung mohon plat nomor bkan,9,positive
5545,Mantap,5,0,4.94.2,2024-10-01 15:56:22,Jakarta Pusat,mantap,5,positive
5546,Apk nya bagus bagus aja mnurutku membantu.tp untuk driver nyaa yaampun kalo minta di offline pesenannya malah saya dikasih harga yang lebih tinggi.pdhal kan harusnya sama kaya saya pesen online malah driver minta di offline aja .saya minta harganya sesuai sama yang online malah gamau marah marah aneh,5,1,4.87.2,2024-10-01 15:55:40,Jakarta Selatan,apk nya bagus bagus mnurutku membantutp driver nyaa yaampun offline sen kasih harga tinggipdhal kaya pesan online driver offline harga sesuai online marah marah aneh,13,positive
5547,Bagus,5,0,4.89.1,2024-10-01 15:43:45,Jakarta Selatan,bagus,2,positive
5548,Mantap sukses sllu,5,0,4.94.2,2024-10-01 15:43:17,Jakarta Timur,mantap sukses sllu,8,positive
5549,Bagus,5,0,4.94.2,2024-10-01 15:34:47,Jakarta Pusat,bagus,2,positive
5550,Update versi terakhir sudah lebih baik. Terima kasih.,5,0,4.94.2,2024-10-01 15:23:25,Jakarta Selatan,update versi terima kasih,4,positive
5551,Sipppplll,5,0,4.94.2,2024-10-01 15:23:21,Jakarta Pusat,sipppplll,0,neutral
5552,"Pelit paylater sama pinjaman,di suruhnya belanja terus tapi pelit kasih pinjaman.",1,0,Unknown,2024-10-01 15:22:22,Jakarta Pusat,pelit paylater pinjamandi suruh belanja pelit kasih pinjam,10,positive
5553,"Aplikasi stresss , kirim kode OTP , giliran dimasukkan salah",3,0,4.94.2,2024-10-01 15:21:59,Jakarta Barat,aplikasi stresss kirim kode otp gilir masuk salah,-12,negative
5554,"kenapa skrg ga ada peta?jadi gabisa lihat sampe mana gitu ,bagusan yg dulu dehh,,",4,0,4.94.2,2024-10-01 15:11:44,Jakarta Utara,petajadi lihat bagus dehh,5,positive
5555,"bayar tagihan selalu lancar & tepat waktu, tapi paylater malah di blokir. Tidak ada solusi sama sekali",1,0,4.84.1,2024-10-01 15:11:10,Jakarta Barat,bayar tagih lancar paylater blokir solusi,2,positive
5556,Mantap,5,0,4.96.0,2024-10-01 15:08:17,Jakarta Utara,mantap,5,positive
5557,Gosend mlm2 Jarak 65km ttp mau Mantap,5,0,4.94.2,2024-10-01 15:02:41,Jakarta Selatan,gosend malam jarak ttp mantap,7,positive
5558,tolong makmurkan para driver,3,0,4.94.2,2024-10-01 14:59:28,Jakarta Pusat,tolong makmur driver,7,positive
5559,Pengajuan Paylater,5,0,4.93.1,2024-10-01 14:56:53,Jakarta Barat,aju paylater,-3,negative
5560,Cepat ramah,5,0,Unknown,2024-10-01 14:54:53,Jakarta Barat,cepat ramah,8,positive
5561,Setelah update terbaru gopay malah gk jelas dan juga slow respon dari customer service nya masak beli paketan harus nunggu 2 hari proses sudah saldo ke potong lagi mana woy kembaliin ....😡,1,0,Unknown,2024-10-01 14:39:24,Jakarta Utara,update baru gopay santai respon customer servis nya masak beli paket nunggu proses saldo potong woy kembaliin,17,positive
5562,Sangat bagus,5,0,4.94.2,2024-10-01 14:38:17,Jakarta Utara,bagus,2,positive
5563,Mantap,5,0,4.94.2,2024-10-01 14:38:02,Jakarta Barat,mantap,5,positive
5564,Nicee,5,0,4.94.2,2024-10-01 14:37:03,Jakarta Selatan,nicee,0,neutral
5565,"Saya tidak bisa menggunakan gopay later saya, tolong aktifkan kembali gopay saya sama blm pernah menggunakan gopay later",1,0,4.94.2,2024-10-01 14:36:10,Jakarta Timur,gopay later tolong aktif gopay gopay later,5,positive
5566,Banyakinn promonya dongg,4,0,4.94.2,2024-10-01 14:36:02,Jakarta Pusat,banyakinn promonya dongg,0,neutral
5567,Mantap,5,0,4.94.2,2024-10-01 14:33:28,Jakarta Utara,mantap,5,positive
5568,sangat baik,5,0,4.94.2,2024-10-01 14:24:49,Jakarta Timur,,0,neutral
5569,Alhamdulillah saya senang pake Go-Jek setiap Minggu selalu ada promo terima kasih gojek,5,0,4.94.2,2024-10-01 14:21:47,Jakarta Pusat,alhamdulillah senang pakai gojek minggu promo terima kasih gojek,17,positive
5570,mantap,5,0,4.93.1,2024-10-01 14:16:39,Jakarta Utara,mantap,5,positive
5571,Aplikasi yang sangat bermanfaat 😁,5,0,Unknown,2024-10-01 14:16:12,Jakarta Barat,aplikasi manfaat,1,positive
5572,"Saya ngak tau knp tiba2 pay later saya ngak bisa dipake...? Saya tambahkan kl pay laternya ngak bisa dipake buat apa ditulis limitnya...,kl ngak bisa dipake sekalian aja gooaynya ditutup ngak usah basa basi.....",1,1,Unknown,2024-10-01 14:15:49,Jakarta Selatan,tau pay later pakai tambah kl pay laternya pakai tulis limitnyakl pakai gooaynya tutup basa basi,-8,negative
5573,Mantaps,5,0,4.93.1,2024-10-01 14:10:44,Jakarta Barat,mantap,5,positive
5574,Ok,5,0,4.94.2,2024-10-01 14:04:10,Jakarta Utara,ok,4,positive
5575,"Kok dikit2 minta konfirmasi OTP sih? 3 bulan ni udah ngga bisa kepake Gojeknya! HP belum pernah ganti, ngga pernah buka akun di perangkat lain, tapi kok minta verifikasi terus? Edit1: tetep aja diminta OTP, dikit2 OTP! Males jadinya! Apanya yg ""diperbaikin"", gigi lu? Edit2: OTP LAGI, OTP LAGI!!! Edit3: OTP gagal terus, dikira ngga makan pulsa apa?! Teknisi sehat semua kah?",1,2,4.94.2,2024-10-01 13:57:53,Jakarta Utara,konfirmasi otp sih ni pakai gojek hp ganti buka akun perangkat verifikasi edit otp otp malas apa diperbaikin gigi edit otp otp edit otp gagal makan pulsa teknisi sehat kah,0,neutral
5576,Driver sopan,5,0,4.94.2,2024-10-01 13:47:29,Jakarta Pusat,driver sopan,0,neutral
5577,Mantap,5,0,Unknown,2024-10-01 13:30:24,Jakarta Utara,mantap,5,positive
5578,gatau,5,0,4.94.2,2024-10-01 13:26:25,Jakarta Barat,tau,-4,negative
5579,"Sya ga bisa masuk ke akun sya, tolong di bantu admin",1,0,4.94.2,2024-10-01 13:26:16,Jakarta Pusat,masuk akun tolong bantu admin,3,positive
5580,ok,5,0,4.94.2,2024-10-01 13:26:06,Jakarta Pusat,ok,4,positive
5581,baik,5,0,Unknown,2024-10-01 13:25:04,Jakarta Selatan,,0,neutral
5582,"Kecewa banget karna order makanan dan minuman tapi minumannya gak dateng, sudah chat drivernya tapi centang satu gak direspon, keknya udah diminum sama drivernya",1,0,Unknown,2024-10-01 13:08:21,Jakarta Utara,kecewa banget order makan minum minum chat drivernya centang direspon kayak minum drivernya,-12,negative
5583,akun saya keluar terus tolong di perbaiki sama solusinya gimana,1,0,4.94.2,2024-10-01 13:06:48,Jakarta Selatan,akun tolong baik solusi,9,positive
5584,Ok,5,0,Unknown,2024-10-01 13:03:51,Jakarta Selatan,ok,4,positive
5585,Aplikasi yang sangat membantu,4,0,4.92.1,2024-10-01 13:00:43,Jakarta Selatan,aplikasi bantu,-1,negative
5586,"Seringkali mengalami kendala eror, mohon di tingkatkan lagi",3,0,4.94.2,2024-10-01 12:56:44,Jakarta Utara,seringkali alami kendala eror mohon tingkat,-4,negative
5587,Mantap,5,0,4.94.2,2024-10-01 12:47:54,Jakarta Selatan,mantap,5,positive
5588,Memudahkan perjalanan,5,0,4.94.2,2024-10-01 12:47:05,Jakarta Utara,mudah jalan,4,positive
5589,Ok dah,5,0,4.94.2,2024-10-01 12:45:34,Jakarta Pusat,ok,4,positive
5590,Keren ...sangat membantu.. apa lagi pas darurat.,4,0,4.94.2,2024-10-01 12:40:41,Jakarta Selatan,keren bantu pas darurat,7,positive
5591,"nyari driver buat gofood sampe 10 menitan lawak lawak, kalo ga ada driver otomatis batalin lah ga sampe buat gw nunggu lama gini ****k*",1,0,4.1.1,2024-10-01 12:31:03,Jakarta Utara,nyari driver gofood menit lawak lawak driver otomatis batalin nunggu k,2,positive
5592,Ok,5,0,4.94.2,2024-10-01 12:22:32,Jakarta Utara,ok,4,positive
5593,"Aplikasi yg buruk untuk gojek sendiri dan drivernya, memanfaatkan fitur edit tujuan padahal dgn tujuan yg sama agar memdptkan fee dr perubhan tujuan. Hal itu dilakukan krn fee dr gojek jg potongannya banyak mungkin krn itu driver memanfaatkan hal tsbt. Tp kali ini saya tidak akan pernah pakai aplikasi gojek lagi. Thanks.",1,1,4.94.2,2024-10-01 12:22:26,Jakarta Utara,aplikasi buruk gojek drivernya manfaat fitur edit tuju tuju memdptkan biaya perubhan tuju biaya gojek potong driver manfaat tsbt kali pakai aplikasi gojek terimakasih,9,positive
5594,Good job,5,0,4.94.2,2024-10-01 12:21:46,Jakarta Utara,good job,5,positive
5595,"Gojek telah membantu saya antar jemput sekolah sejak SMP hingga SMK. Sekarang pun saya tetap memercayai layanannya daripada transportasi pesan lainnya karena alasan kredibilitas dan kemudahan. Kekurangannya satu, harganya yang relatif mahal, apalagi jika dipakai untuk bolak-balik kerja/sekolah.",5,2,4.94.2,2024-10-01 12:20:10,Jakarta Barat,gojek bantu jemput sekolah smp smk percaya layan transportasi pesan alas kredibilitas mudah kurang harga relatif mahal pakai bolakbalik kerjasekolah,17,positive
5596,Tks pak,5,0,4.94.2,2024-10-01 12:16:54,Jakarta Barat,terimakasih,5,positive
5597,Tak bisa berkata kata aplikasinya bagus buat kaum rebahan ang ang ang,5,1,4.94.2,2024-10-01 12:16:04,Jakarta Selatan,aplikasi bagus kaum rebah ang ang ang,0,neutral
5598,Sangat membantu,5,0,4.94.2,2024-10-01 12:14:50,Jakarta Timur,bantu,3,positive
5599,Ok,5,0,4.94.2,2024-10-01 12:09:48,Jakarta Pusat,ok,4,positive
5600,Sudah mau dibayar tapi dipersulit g bisa gopaynya,5,0,4.93.1,2024-10-01 12:06:25,Jakarta Timur,bayar sulit gopaynya,1,positive
5601,Aplikasi ok,5,0,4.93.1,2024-10-01 12:02:43,Jakarta Barat,aplikasi ok,0,neutral
5602,bagus...,5,0,4.87.3,2024-10-01 11:55:07,Jakarta Utara,bagus,2,positive
5603,"Aplikasi gopartner ku gacorin dong,biat aku GK Pindah apk buat order makanan",5,0,4.94.2,2024-10-01 11:44:37,Jakarta Utara,aplikasi gopartner ku gacorin dongbiat pindah apk order makan,-2,negative
5604,Aman mudah cepat murah,5,0,4.89.1,2024-10-01 11:44:13,Jakarta Pusat,aman mudah cepat murah,10,positive
5605,Saya pengguna lama jarang dapet diskon,1,0,4.81.2,2024-10-01 11:41:09,Jakarta Pusat,guna jarang dapet diskon,5,positive
5606,"Pemesanan makanan sekarang tidak bisa cancel, kadang salah pencet langsung dipesankan 👎",1,0,4.94.2,2024-10-01 11:27:27,Jakarta Pusat,mesan makan cancel kadang salah pencet langsung pesan,3,positive
5607,"gofood nya minus karena g bisa dicancel dan tidak ada pembatalan pembelian makanan di restoran nya serta tidak ada tombol pembatalan dari pihak pembeli, driver maupun restoran",1,0,Unknown,2024-10-01 11:27:15,Jakarta Utara,gofood nya minus dicancel batal beli makan restoran nya tombol batal beli driver restoran,-16,negative
5608,sayang banget ga bisa cash untuk pelajar seperti saya,2,0,Unknown,2024-10-01 11:23:17,Jakarta Pusat,sayang banget cash ajar,7,positive
5609,"jangan ada yg pake gopay pinjam, bru telat 5hr, pinjaman cuma 400k, cair 300an, nagihnya bahasanya kasar, ga sopan bahasanya gila, lebih2 dr pinjol ilegal,",1,0,Unknown,2024-10-01 11:10:38,Jakarta Pusat,pakai gopay pinjam telat pinjam k cair an nagihnya bahasa kasar sopan bahasa gila pinjol ilegal,-11,negative
5610,Iklan nya bisa dihilangkan gak sih ini?mengganggu sekali,2,0,4.58.1,2024-10-01 11:07:47,Jakarta Timur,iklan nya hilang sih inimengganggu,3,positive
5611,bintang yg bicara,5,0,Unknown,2024-10-01 11:07:20,Jakarta Utara,bintang bicara,0,neutral
5612,Membantu anda dlm berpergian ke tempat tujuan dgn aman dan nyaman,5,0,Unknown,2024-10-01 11:04:34,Jakarta Selatan,bantu pergi tuju aman nyaman,11,positive
5613,Perbanyak lagi promonyaaaaa yaaaaa,4,0,4.94.2,2024-10-01 11:02:15,Jakarta Selatan,banyak promonyaaaaa yaaaaa,3,positive
5614,Sukses selalu,5,0,4.94.2,2024-10-01 11:00:50,Jakarta Pusat,sukses,3,positive
5615,buruk metode cicilan bunga tinggi jatuh tempo denda besar no rekomen dah skrng,1,0,Unknown,2024-10-01 10:54:41,Jakarta Selatan,buruk metode cicil bunga jatuh tempo denda nomor rekomen,-2,negative
5616,Bikin mudah mau ngapain aja,5,0,4.94.2,2024-10-01 10:50:21,Jakarta Selatan,bikin mudah ngapain,4,positive
5617,bagus,5,0,4.94.2,2024-10-01 10:47:11,Jakarta Selatan,bagus,2,positive
5618,"Di depan mata driver banyak, tapi dapat drivernya lamaa bisa 10 menit",1,1,4.89.1,2024-10-01 10:44:56,Jakarta Barat,mata driver drivernya lamaa menit,-2,negative
5619,"Sering terjadi paylater terblokir,,,saya berhenti menggunakan aplikasi yang tidak jelas ini",1,0,4.94.2,2024-10-01 10:38:59,Jakarta Pusat,paylater terblokirsaya henti aplikasi,-8,negative
5620,"Aplikasi kebanyakan Bug, koneksi internet lancar tapi selalu terdeteksi terputus jaringan, terutama di bagaian pembayaran ini mempersulit pemakaian, sudah di complain tapi tidak ada tanggapan sama sekali.",1,14,4.94.2,2024-10-01 10:35:43,Jakarta Barat,aplikasi banyak bug koneksi internet lancar deteksi putus jaring bagai bayar sulit pakai keluh tanggap,15,positive
5621,Oke,5,0,4.85.3,2024-10-01 10:35:29,Jakarta Pusat,oke,2,positive
5622,Bagus,5,0,Unknown,2024-10-01 10:31:38,Jakarta Utara,bagus,2,positive
5623,Nice,5,0,4.94.2,2024-10-01 10:24:56,Jakarta Barat,nice,4,positive
5624,Ini yang asli,5,0,4.94.2,2024-10-01 10:18:23,Jakarta Pusat,asli,2,positive
5625,Mantap sukses selalu gojek,5,0,4.94.2,2024-10-01 10:17:10,Jakarta Utara,mantap sukses gojek,8,positive
5626,Selalu ngasih pelayanan terbaik yaa,5,0,Unknown,2024-10-01 10:08:42,Jakarta Barat,layan baik yaa,5,positive
5627,"Sat set satset gojek emang manteps, pengiriman cepat tepat waktu👍👍👍👍👍",5,0,4.94.2,2024-10-01 10:07:59,Jakarta Barat,set satset gojek emang manteps kirim cepat,5,positive
5628,ok,5,0,4.68.1,2024-10-01 10:06:01,Jakarta Pusat,ok,4,positive
5629,Aplikasih paling bagus,4,0,Unknown,2024-10-01 10:05:45,Jakarta Pusat,aplikasih bagus,2,positive
5630,Muncul klan terus,1,0,Unknown,2024-10-01 10:04:20,Jakarta Pusat,muncul klan,1,positive
5631,Aplikasi bagus n membantu,5,0,4.93.1,2024-10-01 10:02:36,Jakarta Utara,aplikasi bagus n bantu,1,positive
5632,"UNTUK PARA CS YG TERCINTA, KLO PESEN GORIDE JANGAN SEMBARANGAN CANCEL YAA. KASIHAN KE DRIVER NYA, HAL SEPELE TAPI BIKIN AKUN DRIVER NYA JADI BAPUK. KLO PESAN LEBIH TELITI LAGI DILIAT LAGI SUDAH SESUAI ATAU TIDAK. JANGAN SEDIKIT² MAIN CANCEL AJA. OKE TERIMAKASIH KEPADA PARA CS YG BUDIMAN",5,0,4.94.2,2024-10-01 10:02:27,Jakarta Pusat,cs cinta pesan goride sembarang cancel yaa kasihan driver nya sepele bikin akun driver nya bapuk pesan teliti sesuai main cancel oke terimakasih cs budiman,27,positive
5633,Sangat membantu mobilitas kerja,5,0,4.92.1,2024-10-01 10:00:10,Jakarta Pusat,bantu mobilitas kerja,5,positive
5634,"Tolong alamat tujuan lebih di lengkapkan lagi, sehingga tidak pakai tujuan terdekat",5,0,4.94.2,2024-10-01 09:45:43,Jakarta Selatan,tolong alamat tuju lengkap pakai tuju dekat,12,positive
5635,"mau bayar gopay later eror terus, notifikasi internet mati padahal internet saya aktif, besok sudah kena denda kalau tdk dibayar sedangkan saya mau bayar gagal mulu.",1,0,4.44.1,2024-10-01 09:39:27,Jakarta Timur,bayar gopay later eror notifikasi internet mati internet aktif besok kena denda bayar bayar gagal mulu,3,positive
5636,Semoga aplikasi gojek ini dapat lebih bermanfaat bagi orang banyak 👍,5,0,4.94.2,2024-10-01 09:37:05,Jakarta Barat,moga aplikasi gojek manfaat orang,2,positive
5637,"Transaksi pembayaran later selalu gagal 1 . dengan notif jaringan tidak ada , padahal kl memang tidak ada kenapa bisa dibuka aplikasinya ?? 2. Transaksi tidak berhasil Ini sengaja mau buat cust telat bayar ya ??",1,6,4.94.2,2024-10-01 09:31:36,Jakarta Pusat,transaksi bayar later gagal pemberitahuan jaring kl buka aplikasi transaksi hasil sengaja cust telat bayar ya,5,positive
5638,Pakai gocar beh langsung kece badaiii,5,0,Unknown,2024-10-01 09:24:44,Jakarta Timur,pakai gocar beh langsung gaul badaiii,0,neutral
5639,Tidak bisa bayar tagihan,1,0,4.94.2,2024-10-01 09:24:27,Jakarta Utara,bayar tagih,-2,negative
5640,Oke,5,0,Unknown,2024-10-01 09:20:47,Jakarta Barat,oke,2,positive
5641,Pesanan tepat waktu drivernya ramah ramah,5,0,4.94.2,2024-10-01 09:20:39,Jakarta Timur,pesan drivernya ramah ramah,12,positive
5642,ma ntap,5,0,4.94.2,2024-10-01 09:19:38,Jakarta Utara,ntap,0,neutral
5643,"Aplikasi nya eror g bisa bayar tagihan gopaylater, sengaja ya biar kena denda?",1,0,4.94.2,2024-10-01 09:18:05,Jakarta Utara,aplikasi nya eror bayar tagih gopaylater sengaja ya biar kena denda,-7,negative
5644,keren y,5,0,4.93.1,2024-10-01 09:12:07,Jakarta Barat,keren y,0,neutral
5645,"Sudah 2 hari ini gojek saya tidak bisa buka harus aktivasi, ketika selesai aktivasi akun keluar otomatis. Dan aplikasi tidak bisa digunakan. Tulisan error nya "" kamu keluar dari akunmu, maaf ya ada gangguan sedikit, masuk lagi yuk"" tapi mo masuk gak bisa sampai tunggu 60 mnt login lagi tetap gak bisa. Apa karena versi os ketinggian. Saya pakai android 14 versi one UI 6.1. Kalau sy coba di HP lain akun gojek saya tidak ada masalah. Mohon dibantu segera Gojek. Terima kasih.",1,6,4.94.2,2024-10-01 09:06:40,Jakarta Utara,gojek buka aktivasi selesai aktivasi akun otomatis aplikasi tulis error nya akun maaf ya ganggu masuk yuk masuk tunggu login versi os tinggi pakai android versi one ui coba hp akun gojek mohon bantu gojek terima kasih,18,positive
5646,TOPPP BANYAK DISKON🥰🥰🥰,5,0,4.94.2,2024-10-01 08:59:15,Jakarta Pusat,toppp diskon,2,positive
5647,"Kenapa gopaylaternya di blokir, padahal sudah dibayar semua tagihannya dan tidak pernah telat. Padahal hanya digunakan untuk belanja di online Gopaylater sangat membantu, semoga bisa segera saya gunakan kembali",5,59,4.94.2,2024-10-01 08:57:15,Jakarta Utara,gopaylaternya blokir bayar tagih telat belanja online gopaylater bantu moga,-4,negative
5648,Berguna bagi orang yang membutuhknnnya,5,0,4.94.2,2024-10-01 08:56:57,Jakarta Utara,guna orang membutuhknnnya,1,positive
5649,"Beberapa kali mau bayar ga bisa, nanti giliran udah jatuh tempo kena denda aneh aja gojek sekarang giliran kekeselan ga gw bayar cicilan nya di kejar² benerin lah sistem nya",1,0,4.94.2,2024-10-01 08:54:49,Jakarta Utara,kali bayar gilir jatuh tempo kena denda aneh gojek gilir kesel bayar cicil nya kejar benerin sistem nya,-4,negative
